tx_name	gene_id	chrom	strand	nexon	tx_len	cds_len	utr5_len	utr3_len	gene_biotype	gene_name	gene_source	protein_id	transcript_biotype	transcript_name	transcript_source	ensembl_canonical	seleno
XM_006568408	LOC410923	CM009933.2	+	17	5595	2676	417	2502	protein_coding		RefSeq	XP_006568471	protein_coding		RefSeq	False	False
XM_394399	LOC410923	CM009933.2	+	19	5626	2694	430	2502	protein_coding		RefSeq	XP_394399	protein_coding		RefSeq	False	False
XM_026439757	LOC410923	CM009933.2	+	17	5502	2568	432	2502	protein_coding		RefSeq	XP_026295542	protein_coding		RefSeq	False	False
XM_006568410	LOC410923	CM009933.2	+	17	5567	2655	410	2502	protein_coding		RefSeq	XP_006568473	protein_coding		RefSeq	False	False
XM_026439754	LOC410923	CM009933.2	+	17	3183	2631	431	121	protein_coding		RefSeq	XP_026295539	protein_coding		RefSeq	False	False
XM_006568407	LOC410923	CM009933.2	+	18	5609	2682	425	2502	protein_coding		RefSeq	XP_006568470	protein_coding		RefSeq	False	False
XM_026439755	LOC410923	CM009933.2	+	18	3868	2586	431	851	protein_coding		RefSeq	XP_026295540	protein_coding		RefSeq	False	False
XM_026439751	LOC410923	CM009933.2	+	18	5636	2706	428	2502	protein_coding		RefSeq	XP_026295536	protein_coding		RefSeq	False	False
XM_026439752	LOC410923	CM009933.2	+	18	5601	2664	435	2502	protein_coding		RefSeq	XP_026295537	protein_coding		RefSeq	False	False
XM_026439756	LOC410923	CM009933.2	+	17	3028	2580	429	19	protein_coding		RefSeq	XP_026295541	protein_coding		RefSeq	False	False
XM_026439753	LOC410923	CM009933.2	+	18	5570	2637	431	2502	protein_coding		RefSeq	XP_026295538	protein_coding		RefSeq	False	False
XM_026439444	LOC113218623	CM009933.2	-	3	537	264	140	133	protein_coding		RefSeq	XP_026295229	protein_coding		RefSeq	True	False
XR_001702542	LOC107964211	CM009933.2	+	3	817	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XR_003304423	LOC113218666	CM009933.2	+	2	252	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XM_006570151	LOC551673	CM009933.2	-	16	5193	2382	199	2612	protein_coding		RefSeq	XP_006570214	protein_coding		RefSeq	False	False
XM_026439378	LOC551673	CM009933.2	-	17	5454	2265	577	2612	protein_coding		RefSeq	XP_026295163	protein_coding		RefSeq	False	False
XM_006570159	LOC551673	CM009933.2	-	14	4932	2265	21	2646	protein_coding		RefSeq	XP_006570222	protein_coding		RefSeq	False	False
XM_006570152	LOC551673	CM009933.2	-	16	5456	2319	525	2612	protein_coding		RefSeq	XP_006570215	protein_coding		RefSeq	False	False
XM_006570160	LOC551673	CM009933.2	-	14	5154	2265	243	2646	protein_coding		RefSeq	XP_006570223	protein_coding		RefSeq	False	False
XM_006570156	LOC551673	CM009933.2	-	14	5230	2265	319	2646	protein_coding		RefSeq	XP_006570219	protein_coding		RefSeq	False	False
XM_006570157	LOC551673	CM009933.2	-	14	4998	2265	121	2612	protein_coding		RefSeq	XP_006570220	protein_coding		RefSeq	False	False
XM_006570155	LOC551673	CM009933.2	-	14	5534	2265	623	2646	protein_coding		RefSeq	XP_006570218	protein_coding		RefSeq	False	False
XM_006570148	LOC551673	CM009933.2	-	16	5314	2382	320	2612	protein_coding		RefSeq	XP_006570211	protein_coding		RefSeq	False	False
XM_016911390	LOC551673	CM009933.2	-	14	5400	2265	489	2646	protein_coding		RefSeq	XP_016766879	protein_coding		RefSeq	False	False
XM_006570149	LOC551673	CM009933.2	-	16	5289	2382	295	2612	protein_coding		RefSeq	XP_006570212	protein_coding		RefSeq	False	False
XM_006570153	LOC551673	CM009933.2	-	14	5005	2295	98	2612	protein_coding		RefSeq	XP_006570216	protein_coding		RefSeq	False	False
XM_016911388	LOC551673	CM009933.2	-	17	5333	2265	456	2612	protein_coding		RefSeq	XP_016766877	protein_coding		RefSeq	False	False
XM_006570158	LOC551673	CM009933.2	-	14	5226	2265	315	2646	protein_coding		RefSeq	XP_006570221	protein_coding		RefSeq	False	False
XM_006570150	LOC551673	CM009933.2	-	16	5230	2382	236	2612	protein_coding		RefSeq	XP_006570213	protein_coding		RefSeq	False	False
XM_624062	LOC551673	CM009933.2	-	16	5519	2382	525	2612	protein_coding		RefSeq	XP_624065	protein_coding		RefSeq	True	False
XM_006564007	LOC100577253	CM009933.2	-	8	5351	4986	306	59	protein_coding		RefSeq	XP_006564070	protein_coding		RefSeq	False	False
XM_006564006	LOC100577253	CM009933.2	-	7	5462	5097	306	59	protein_coding		RefSeq	XP_006564069	protein_coding		RefSeq	True	False
XM_026439385	LOC410904	CM009933.2	-	18	3654	3147	343	164	protein_coding		RefSeq	XP_026295170	protein_coding		RefSeq	False	False
XM_026439389	LOC410904	CM009933.2	-	14	4453	2712	163	1578	protein_coding		RefSeq	XP_026295174	protein_coding		RefSeq	False	False
XM_026439383	LOC410904	CM009933.2	-	17	5201	3282	341	1578	protein_coding		RefSeq	XP_026295168	protein_coding		RefSeq	False	False
XM_016911134	LOC410904	CM009933.2	-	17	4863	3285	0	1578	protein_coding		RefSeq	XP_016766623	protein_coding		RefSeq	True	False
XM_026439387	LOC410904	CM009933.2	-	16	4850	3138	134	1578	protein_coding		RefSeq	XP_026295172	protein_coding		RefSeq	False	False
XM_026439384	LOC410904	CM009933.2	-	17	3258	3258	0	0	protein_coding		RefSeq	XP_026295169	protein_coding		RefSeq	False	False
XM_026439388	LOC410904	CM009933.2	-	16	4821	3111	132	1578	protein_coding		RefSeq	XP_026295173	protein_coding		RefSeq	False	False
XM_026439386	LOC410904	CM009933.2	-	17	3114	3099	15	0	protein_coding		RefSeq	XP_026295171	protein_coding		RefSeq	False	False
XR_001702346	LOC102654462	CM009933.2	+	8	6583	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XR_001702348	LOC102654462	CM009933.2	+	8	5590	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XR_001702350	LOC102654462	CM009933.2	+	8	5938	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XR_003304391	LOC102654462	CM009933.2	+	9	6817	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XM_026439635	LOC100577228	CM009933.2	+	8	5205	4842	230	133	protein_coding		RefSeq	XP_026295420	protein_coding		RefSeq	True	False
XM_006559694	LOC552613	CM009933.2	-	7	2406	1827	323	256	protein_coding		RefSeq	XP_006559757	protein_coding		RefSeq	True	False
XM_624090	LOC551701	CM009933.2	-	9	2446	2019	225	202	protein_coding		RefSeq	XP_624093	protein_coding		RefSeq	True	False
XM_016911391	LOC551701	CM009933.2	-	9	2211	1860	231	120	protein_coding		RefSeq	XP_016766880	protein_coding		RefSeq	False	False
XM_006570147	LOC551701	CM009933.2	-	9	2441	2010	229	202	protein_coding		RefSeq	XP_006570210	protein_coding		RefSeq	False	False
XR_003304485	LOC113218704	CM009933.2	-	1	130	0	0	0	snoRNA		RefSeq		snoRNA		RefSeq	True	False
XM_001120885	LOC724985	CM009933.2	+	3	1249	1035	188	26	protein_coding		RefSeq	XP_001120885	protein_coding		RefSeq	True	False
XM_006566777	LOC724256	CM009933.2	+	4	920	831	41	48	protein_coding		RefSeq	XP_006566840	protein_coding		RefSeq	True	False
XM_026439650	LOC408732	CM009933.2	+	8	1857	1686	0	171	protein_coding		RefSeq	XP_026295435	protein_coding		RefSeq	True	False
XR_003304251	LOC102655634	CM009933.2	+	4	1420	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XM_026439513	LOC552647	CM009933.2	+	15	2937	2892	0	45	protein_coding		RefSeq	XP_026295298	protein_coding		RefSeq	False	False
XM_026439515	LOC552647	CM009933.2	+	16	3212	2874	293	45	protein_coding		RefSeq	XP_026295300	protein_coding		RefSeq	False	False
XM_026439514	LOC552647	CM009933.2	+	16	3185	2892	293	0	protein_coding		RefSeq	XP_026295299	protein_coding		RefSeq	True	False
XM_026439489	LOC410925	CM009933.2	+	12	4446	3006	1410	30	protein_coding		RefSeq	XP_026295274	protein_coding		RefSeq	False	False
XM_026439493	LOC410925	CM009933.2	+	12	3672	3006	636	30	protein_coding		RefSeq	XP_026295278	protein_coding		RefSeq	False	False
XM_026439496	LOC410925	CM009933.2	+	11	7439	2919	4490	30	protein_coding		RefSeq	XP_026295281	protein_coding		RefSeq	False	False
XM_026439490	LOC410925	CM009933.2	+	12	4846	3006	1810	30	protein_coding		RefSeq	XP_026295275	protein_coding		RefSeq	False	False
XM_026439487	LOC410925	CM009933.2	+	12	7029	3006	3993	30	protein_coding		RefSeq	XP_026295272	protein_coding		RefSeq	False	False
XM_026439484	LOC410925	CM009933.2	+	11	3159	3051	78	30	protein_coding		RefSeq	XP_026295269	protein_coding		RefSeq	True	False
XM_026439497	LOC410925	CM009933.2	+	11	3851	2919	902	30	protein_coding		RefSeq	XP_026295282	protein_coding		RefSeq	False	False
XM_026439495	LOC410925	CM009933.2	+	11	3133	3006	97	30	protein_coding		RefSeq	XP_026295280	protein_coding		RefSeq	False	False
XM_026439488	LOC410925	CM009933.2	+	12	4859	3006	1823	30	protein_coding		RefSeq	XP_026295273	protein_coding		RefSeq	False	False
XM_026439494	LOC410925	CM009933.2	+	11	3939	3006	903	30	protein_coding		RefSeq	XP_026295279	protein_coding		RefSeq	False	False
XM_026439491	LOC410925	CM009933.2	+	12	6892	3006	3856	30	protein_coding		RefSeq	XP_026295276	protein_coding		RefSeq	False	False
XM_026439492	LOC410925	CM009933.2	+	12	4876	3006	1840	30	protein_coding		RefSeq	XP_026295277	protein_coding		RefSeq	False	False
XM_026439486	LOC410925	CM009933.2	+	12	4668	3006	1632	30	protein_coding		RefSeq	XP_026295271	protein_coding		RefSeq	False	False
XM_026439485	LOC410925	CM009933.2	+	11	7526	3006	4490	30	protein_coding		RefSeq	XP_026295270	protein_coding		RefSeq	False	False
XR_003304481	LOC113218699	CM009933.2	+	1	120	0	0	0	rRNA		RefSeq		rRNA		RefSeq	True	False
XM_624528	LOC552149	CM009933.2	-	5	1925	960	57	908	protein_coding		RefSeq	XP_624531	protein_coding		RefSeq	True	False
XM_006569218	LOC552149	CM009933.2	-	4	2232	756	568	908	protein_coding		RefSeq	XP_006569281	protein_coding		RefSeq	False	False
XR_003304394	LOC113218658	CM009933.2	+	3	3034	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XR_003304395	LOC113218658	CM009933.2	+	4	1877	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XR_003304398	LOC113218658	CM009933.2	+	3	1883	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XR_003304399	LOC113218658	CM009933.2	+	3	1678	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XR_003304397	LOC113218658	CM009933.2	+	4	6124	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XR_003304396	LOC113218658	CM009933.2	+	4	2665	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XR_003304356	LOC113218645	CM009933.2	-	3	551	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XM_006563950	LOC409893	CM009933.2	+	11	6238	1665	1334	3239	protein_coding		RefSeq	XP_006564013	protein_coding		RefSeq	False	False
XM_006563949	LOC409893	CM009933.2	+	11	6244	1671	1334	3239	protein_coding		RefSeq	XP_006564012	protein_coding		RefSeq	False	False
XM_006563952	LOC409893	CM009933.2	+	12	6217	1644	1334	3239	protein_coding		RefSeq	XP_006564015	protein_coding		RefSeq	False	False
XM_016911279	LOC409893	CM009933.2	+	12	6286	1713	1334	3239	protein_coding		RefSeq	XP_016766768	protein_coding		RefSeq	True	False
XM_006563953	LOC409893	CM009933.2	+	11	6211	1638	1334	3239	protein_coding		RefSeq	XP_006564016	protein_coding		RefSeq	False	False
XM_006563948	LOC409893	CM009933.2	+	12	6250	1677	1334	3239	protein_coding		RefSeq	XP_006564011	protein_coding		RefSeq	False	False
XM_006563954	LOC409893	CM009933.2	+	11	6205	1632	1334	3239	protein_coding		RefSeq	XP_006564017	protein_coding		RefSeq	False	False
XM_006563944	LOC409893	CM009933.2	+	11	6265	1692	1334	3239	protein_coding		RefSeq	XP_006564007	protein_coding		RefSeq	False	False
XM_026439744	LOC409893	CM009933.2	+	10	5797	1224	1334	3239	protein_coding		RefSeq	XP_026295529	protein_coding		RefSeq	False	False
XM_006563951	LOC409893	CM009933.2	+	12	6232	1659	1334	3239	protein_coding		RefSeq	XP_006564014	protein_coding		RefSeq	False	False
XM_016911280	LOC409893	CM009933.2	+	12	6280	1707	1334	3239	protein_coding		RefSeq	XP_016766769	protein_coding		RefSeq	False	False
XM_006563943	LOC409893	CM009933.2	+	12	6271	1698	1334	3239	protein_coding		RefSeq	XP_006564006	protein_coding		RefSeq	False	False
XM_006563947	LOC409893	CM009933.2	+	11	6259	1686	1334	3239	protein_coding		RefSeq	XP_006564010	protein_coding		RefSeq	False	False
XM_006563945	LOC409893	CM009933.2	+	12	6265	1692	1334	3239	protein_coding		RefSeq	XP_006564008	protein_coding		RefSeq	False	False
XM_393289	LOC409795	CM009933.2	-	27	5281	5124	12	145	protein_coding		RefSeq	XP_393289	protein_coding		RefSeq	False	False
XM_006566772	LOC409795	CM009933.2	-	28	5293	5136	12	145	protein_coding		RefSeq	XP_006566835	protein_coding		RefSeq	True	False
XM_006566773	LOC409795	CM009933.2	-	28	5368	5058	165	145	protein_coding		RefSeq	XP_006566836	protein_coding		RefSeq	False	False
XM_016911077	LOC408733	CM009933.2	-	6	2793	699	15	2079	protein_coding		RefSeq	XP_016766566	protein_coding		RefSeq	True	False
XM_016911078	LOC408733	CM009933.2	-	6	2772	678	15	2079	protein_coding		RefSeq	XP_016766567	protein_coding		RefSeq	False	False
XM_026439434	LOC408733	CM009933.2	-	6	928	660	15	253	protein_coding		RefSeq	XP_026295219	protein_coding		RefSeq	False	False
XM_624212	LOC551827	CM009933.2	+	6	1556	1011	319	226	protein_coding		RefSeq	XP_624215	protein_coding		RefSeq	True	False
XR_411444	LOC100578584	CM009933.2	+	4	3011	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XR_001702380	LOC100578584	CM009933.2	+	3	2613	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XR_003304401	LOC100576419	CM009933.2	+	3	1102	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XM_006563888	LOC409968	CM009933.2	+	14	4337	3744	133	460	protein_coding		RefSeq	XP_006563951	protein_coding		RefSeq	True	False
XM_003250328	LOC100577178	CM009933.2	-	3	3389	429	1560	1400	protein_coding		RefSeq	XP_003250376	protein_coding		RefSeq	True	False
XM_026439601	LOC100577178	CM009933.2	-	4	3230	429	1562	1239	protein_coding		RefSeq	XP_026295386	protein_coding		RefSeq	False	False
XR_003304406	LOC102654687	CM009933.2	-	2	224	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XM_016911129	LOC102655950	CM009933.2	-	1	3087	843	1304	940	protein_coding		RefSeq	XP_016766618	protein_coding		RefSeq	True	False
XM_003251800	LOC100576930	CM009933.2	-	4	811	573	206	32	protein_coding		RefSeq	XP_003251848	protein_coding		RefSeq	True	False
XR_411202	LOC102654417	CM009933.2	-	3	2206	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XM_016911250	LOC410973	CM009933.2	+	2	1596	423	127	1046	protein_coding		RefSeq	XP_016766739	protein_coding		RefSeq	True	False
XM_026439677	LOC113218647	CM009933.2	-	11	4980	2559	0	2421	protein_coding		RefSeq	XP_026295462	protein_coding		RefSeq	True	False
XM_394440	LOC410964	CM009933.2	-	4	758	579	97	82	protein_coding		RefSeq	XP_394440	protein_coding		RefSeq	True	False
NR_127345	GeneID_104796157	CM009933.2	-	1	90	0	0	0	miRNA	Mir3718c	RefSeq		pre_miRNA		RefSeq	True	False
GeneID_104796157_t1	GeneID_104796157	CM009933.2	-	1	21	0	0	0	miRNA	Mir3718c	RefSeq		miRNA	Mir3718c_t1	RefSeq	False	False
XM_026439419	LOC107964133	CM009933.2	-	3	554	507	0	47	protein_coding		RefSeq	XP_026295204	protein_coding		RefSeq	True	False
XM_006558394	LOC724809	CM009933.2	+	7	2170	1638	105	427	protein_coding		RefSeq	XP_006558457	protein_coding		RefSeq	False	False
XM_026439800	LOC724809	CM009933.2	+	6	2239	1638	174	427	protein_coding		RefSeq	XP_026295585	protein_coding		RefSeq	True	False
XM_026439349	GeneID_551971	CM009933.2	+	6	1781	294	504	983	protein_coding	Ube2g1	RefSeq	XP_026295134	protein_coding		RefSeq	False	False
NM_001242519	GeneID_551971	CM009933.2	+	6	1741	507	100	1134	protein_coding	Ube2g1	RefSeq	NP_001229448	protein_coding		RefSeq	True	False
NR_039442	GeneID_100629000	CM009933.2	-	1	140	0	0	0	miRNA	Mir3718a	RefSeq		pre_miRNA		RefSeq	True	False
GeneID_100629000_t1	GeneID_100629000	CM009933.2	-	1	21	0	0	0	miRNA	Mir3718a	RefSeq		miRNA	Mir3718a_t1	RefSeq	False	False
XR_001702510	LOC107964202	CM009933.2	+	2	3730	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XR_003304365	LOC113218646	CM009933.2	-	2	2300	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XM_016911187	LOC412923	CM009933.2	-	7	1344	1170	129	45	protein_coding		RefSeq	XP_016766676	protein_coding		RefSeq	False	False
XM_396374	LOC412923	CM009933.2	-	8	1412	1239	129	44	protein_coding		RefSeq	XP_396374	protein_coding		RefSeq	True	False
XM_006568455	LOC410922	CM009933.2	-	9	5045	1803	248	2994	protein_coding		RefSeq	XP_006568518	protein_coding		RefSeq	False	False
XM_006568453	LOC410922	CM009933.2	-	9	5713	1803	916	2994	protein_coding		RefSeq	XP_006568516	protein_coding		RefSeq	True	False
XM_006568454	LOC410922	CM009933.2	-	9	4941	1803	144	2994	protein_coding		RefSeq	XP_006568517	protein_coding		RefSeq	False	False
XM_006568456	LOC410922	CM009933.2	-	8	5679	1770	915	2994	protein_coding		RefSeq	XP_006568519	protein_coding		RefSeq	False	False
XM_026439718	LOC409492	CM009933.2	-	9	2177	1638	483	56	protein_coding		RefSeq	XP_026295503	protein_coding		RefSeq	True	False
XM_006571978	LOC409492	CM009933.2	-	9	1574	1401	0	173	protein_coding		RefSeq	XP_006572041	protein_coding		RefSeq	False	False
XM_006571977	LOC409492	CM009933.2	-	8	1477	1404	0	73	protein_coding		RefSeq	XP_006572040	protein_coding		RefSeq	False	False
XM_006571975	LOC409492	CM009933.2	-	8	2003	1470	477	56	protein_coding		RefSeq	XP_006572038	protein_coding		RefSeq	False	False
XM_006571976	LOC409492	CM009933.2	-	10	1543	1419	124	0	protein_coding		RefSeq	XP_006572039	protein_coding		RefSeq	False	False
LOC113218700_df_pt	LOC113218700	CM009933.2	-	1	118	0	0	0	pseudogene		RefSeq		pseudogene		RefSeq	True	False
XM_006560867	LOC409872	CM009933.2	-	9	3136	1446	326	1364	protein_coding		RefSeq	XP_006560930	protein_coding		RefSeq	False	False
XM_016911446	LOC409872	CM009933.2	-	8	3065	1230	471	1364	protein_coding		RefSeq	XP_016766935	protein_coding		RefSeq	False	False
XM_016911445	LOC409872	CM009933.2	-	7	3027	1269	394	1364	protein_coding		RefSeq	XP_016766934	protein_coding		RefSeq	False	False
XM_026439394	LOC409872	CM009933.2	-	10	3248	1563	321	1364	protein_coding		RefSeq	XP_026295179	protein_coding		RefSeq	True	False
XM_006560868	LOC552192	CM009933.2	+	2	1231	630	118	483	protein_coding		RefSeq	XP_006560931	protein_coding		RefSeq	True	False
XM_016911447	LOC552192	CM009933.2	+	2	1311	585	243	483	protein_coding		RefSeq	XP_016766936	protein_coding		RefSeq	False	False
XR_003304347	LOC113218633	CM009933.2	-	2	4254	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XM_392296	LOC408762	CM009933.2	+	5	4025	3639	154	232	protein_coding		RefSeq	XP_392296	protein_coding		RefSeq	True	False
XM_026439595	LOC725699	CM009933.2	+	27	6426	4515	1782	129	protein_coding		RefSeq	XP_026295380	protein_coding		RefSeq	False	False
XM_026439594	LOC725699	CM009933.2	+	29	6744	4833	1782	129	protein_coding		RefSeq	XP_026295379	protein_coding		RefSeq	False	False
XM_026439593	LOC725699	CM009933.2	+	29	6759	4848	1782	129	protein_coding		RefSeq	XP_026295378	protein_coding		RefSeq	True	False
GeneID_107964242_t1	GeneID_107964242	CM009933.2	+	1	73	0	0	0	tRNA	TRNAV-UAC	RefSeq		tRNA	TRNAV-UAC_t1	RefSeq	True	False
XM_003251304	LOC100576104	CM009933.2	-	6	1126	933	142	51	protein_coding		RefSeq	XP_003251352	protein_coding		RefSeq	True	False
XM_006569245	LOC100576104	CM009933.2	-	6	1085	891	142	52	protein_coding		RefSeq	XP_006569308	protein_coding		RefSeq	False	False
XM_026439520	LOC412256	CM009933.2	+	27	9123	8226	819	78	protein_coding		RefSeq	XP_026295305	protein_coding		RefSeq	True	False
XM_006567961	LOC412256	CM009933.2	+	28	8423	8193	152	78	protein_coding		RefSeq	XP_006568024	protein_coding		RefSeq	False	False
XR_411049	LOC412256	CM009933.2	+	29	9709	0	0	0	protein_coding		RefSeq		nontranslating_CDS		RefSeq	False	False
XM_006567960	LOC412256	CM009933.2	+	28	8444	8214	152	78	protein_coding		RefSeq	XP_006568023	protein_coding		RefSeq	False	False
XM_006559682	LOC552563	CM009933.2	+	8	1480	1215	39	226	protein_coding		RefSeq	XP_006559745	protein_coding		RefSeq	False	False
XM_624939	LOC552563	CM009933.2	+	8	1545	1215	104	226	protein_coding		RefSeq	XP_624942	protein_coding		RefSeq	True	False
LOC107964142_df_pt	LOC107964142	CM009933.2	-	1	122	0	0	0	pseudogene		RefSeq		pseudogene		RefSeq	True	False
XM_026439348	GeneID_551828	CM009933.2	+	15	9466	6036	1277	2153	protein_coding	osp	RefSeq	XP_026295133	protein_coding		RefSeq	False	False
XM_026439343	GeneID_551828	CM009933.2	+	14	9300	6453	100	2747	protein_coding	osp	RefSeq	XP_026295128	protein_coding		RefSeq	False	False
XM_026439346	GeneID_551828	CM009933.2	+	16	9510	6222	1278	2010	protein_coding	osp	RefSeq	XP_026295131	protein_coding		RefSeq	False	False
XM_026439344	GeneID_551828	CM009933.2	+	16	10404	6378	1279	2747	protein_coding	osp	RefSeq	XP_026295129	protein_coding		RefSeq	False	False
XM_026439347	GeneID_551828	CM009933.2	+	16	7590	6186	1278	126	protein_coding	osp	RefSeq	XP_026295132	protein_coding		RefSeq	False	False
XM_026439345	GeneID_551828	CM009933.2	+	15	10361	6375	1279	2707	protein_coding	osp	RefSeq	XP_026295130	protein_coding		RefSeq	False	False
XM_026439340	GeneID_551828	CM009933.2	+	16	10764	6738	1279	2747	protein_coding	osp	RefSeq	XP_026295125	protein_coding		RefSeq	True	False
XM_026439341	GeneID_551828	CM009933.2	+	16	9869	6582	1277	2010	protein_coding	osp	RefSeq	XP_026295126	protein_coding		RefSeq	False	False
NM_001242574	GeneID_551828	CM009933.2	+	17	10155	6732	1268	2155	protein_coding	osp	RefSeq	NP_001229503	protein_coding		RefSeq	False	False
XR_001702513	LOC107964015	CM009933.2	+	4	1352	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XR_003304446	LOC107964015	CM009933.2	+	5	1327	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XR_003304487	LOC113218706	CM009933.2	-	1	119	0	0	0	rRNA		RefSeq		rRNA		RefSeq	True	False
XM_006559773	LOC100578165	CM009933.2	-	5	3761	486	1641	1634	protein_coding		RefSeq	XP_006559836	protein_coding		RefSeq	False	False
XM_006559771	LOC100578165	CM009933.2	-	6	3818	540	1644	1634	protein_coding		RefSeq	XP_006559834	protein_coding		RefSeq	True	False
XM_397465	LOC414029	CM009933.2	-	26	6544	5145	770	629	protein_coding		RefSeq	XP_397465	protein_coding		RefSeq	True	False
XM_026439639	LOC412844	CM009933.2	+	9	3852	1299	2553	0	protein_coding		RefSeq	XP_026295424	protein_coding		RefSeq	True	False
XM_026439678	LOC724628	CM009933.2	+	2	767	441	249	77	protein_coding		RefSeq	XP_026295463	protein_coding		RefSeq	True	False
XM_026439538	LOC412619	CM009933.2	+	8	1631	1578	43	10	protein_coding		RefSeq	XP_026295323	protein_coding		RefSeq	False	False
XM_396074	LOC412619	CM009933.2	+	8	1750	1578	162	10	protein_coding		RefSeq	XP_396074	protein_coding		RefSeq	True	False
XM_006560876	LOC412883	CM009933.2	-	2	5819	1272	1128	3419	protein_coding		RefSeq	XP_006560939	protein_coding		RefSeq	False	False
XM_016911273	LOC412883	CM009933.2	-	3	6000	1272	1309	3419	protein_coding		RefSeq	XP_016766762	protein_coding		RefSeq	False	False
XM_016911272	LOC412883	CM009933.2	-	2	6013	1272	1322	3419	protein_coding		RefSeq	XP_016766761	protein_coding		RefSeq	True	False
XR_003304229	LOC107964011	CM009933.2	-	2	7977	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XM_006568485	LOC413484	CM009933.2	-	6	1879	1755	70	54	protein_coding		RefSeq	XP_006568548	protein_coding		RefSeq	True	False
XM_396161	LOC412708	CM009933.2	+	2	1260	687	217	356	protein_coding		RefSeq	XP_396161	protein_coding		RefSeq	True	False
XM_016911439	LOC410968	CM009933.2	+	11	4109	3924	120	65	protein_coding		RefSeq	XP_016766928	protein_coding		RefSeq	True	False
XM_016917466	LOC552599	CM009933.2	-	8	625	513	68	44	protein_coding		RefSeq	XP_016772955	protein_coding		RefSeq	False	False
XM_624973	LOC552599	CM009933.2	-	8	630	522	64	44	protein_coding		RefSeq	XP_624976	protein_coding		RefSeq	True	False
XM_624527	LOC552148	CM009933.2	-	3	836	645	130	61	protein_coding		RefSeq	XP_624530	protein_coding		RefSeq	True	False
XM_006557994	LOC552148	CM009933.2	-	4	815	573	181	61	protein_coding		RefSeq	XP_006558057	protein_coding		RefSeq	False	False
XM_006569202	LOC100577675	CM009933.2	+	17	3655	3021	297	337	protein_coding		RefSeq	XP_006569265	protein_coding		RefSeq	True	False
XM_026439390	LOC100577675	CM009933.2	+	13	2883	2424	122	337	protein_coding		RefSeq	XP_026295175	protein_coding		RefSeq	False	False
XM_026439570	LOC409422	CM009933.2	+	31	6482	4263	1505	714	protein_coding		RefSeq	XP_026295355	protein_coding		RefSeq	False	False
XM_026439576	LOC409422	CM009933.2	+	30	6641	4263	1664	714	protein_coding		RefSeq	XP_026295361	protein_coding		RefSeq	False	False
XM_026439560	LOC409422	CM009933.2	+	30	6558	4263	1581	714	protein_coding		RefSeq	XP_026295345	protein_coding		RefSeq	False	False
XR_003304291	LOC409422	CM009933.2	+	6	957	0	0	0	protein_coding		RefSeq		nontranslating_CDS		RefSeq	False	False
XM_026439577	LOC409422	CM009933.2	+	30	6647	4263	1670	714	protein_coding		RefSeq	XP_026295362	protein_coding		RefSeq	False	False
XM_026439571	LOC409422	CM009933.2	+	31	6414	4263	1437	714	protein_coding		RefSeq	XP_026295356	protein_coding		RefSeq	False	False
XM_026439553	LOC409422	CM009933.2	+	30	6348	4263	1371	714	protein_coding		RefSeq	XP_026295338	protein_coding		RefSeq	False	False
XM_026439565	LOC409422	CM009933.2	+	31	6401	4263	1424	714	protein_coding		RefSeq	XP_026295350	protein_coding		RefSeq	False	False
XM_026439562	LOC409422	CM009933.2	+	30	6648	4263	1671	714	protein_coding		RefSeq	XP_026295347	protein_coding		RefSeq	False	False
XM_026439581	LOC409422	CM009933.2	+	30	6410	4263	1433	714	protein_coding		RefSeq	XP_026295366	protein_coding		RefSeq	False	False
XM_026439587	LOC409422	CM009933.2	+	23	5432	4263	455	714	protein_coding		RefSeq	XP_026295372	protein_coding		RefSeq	False	False
